# transimpedance=20M	averages=1.0	pump_speed=0.1
# ch_7_config:	ch_0_config:	ch_6_config:	ch_1_config:	ch_5_config:	ch_2_config:	ch_4_config:	ch_3_config:	
# LED = 526 nm	LED = 438 nm	LED = 593 nm	LED = 453 nm	LED = 380 nm	LED = 472 nm	LED = 403 nm	LED = 640 nm	
# cur = 50 mA	cur = 50 mA	cur = 50 mA	cur = 50 mA	cur = 50 mA	cur = 50 mA	cur = 50 mA	cur = 50 mA	
# ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	
# blk=1115.8+/-18.1pW	blk=3460.7+/-17.8pW	blk=505.3+/-19.5pW	blk=1202.7+/-17.2pW	blk=1494.7+/-25.1pW	blk=688.1+/-16.6pW	blk=700.3+/-17.5pW	blk=1413.2+/-15.7pW	
# t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	dark_7 [nW]	dark_0 [nW]	dark_6 [nW]	dark_1 [nW]	dark_5 [nW]	dark_2 [nW]	dark_4 [nW]	dark_3 [nW]	tmep[deg C]
60.49125	26.245918	60.506078	20.056764	60.520906	1.489303	60.535734	11.731315	60.550562	20.178838	60.565391	13.037507	60.580219	13.122959	60.595047	4.858547	0.183111	0.170904	0.122074	0.134281	0.219733	0.219733	0.195318	0.195318	31.1
60.610375	26.270333	60.625203	20.093387	60.640031	1.489303	60.654859	11.731315	60.669687	20.215461	60.684516	13.049715	60.699344	13.122959	60.714172	4.846339	0.170904	0.183111	0.134281	0.122074	0.207526	0.207526	0.207526	0.207526	31.1
60.729375	26.306955	60.744203	20.068972	60.759031	1.477096	60.773859	11.719108	60.788687	20.203253	60.803516	13.037507	60.818344	13.135166	60.833172	4.858547	0.183111	0.170904	0.134281	0.134281	0.219733	0.207526	0.195318	0.195318	31.1
60.848375	26.294748	60.863203	20.068972	60.878031	1.489303	60.892859	11.7069	60.907687	20.203253	60.922516	13.013092	60.937344	13.147374	60.952172	4.858547	0.183111	0.170904	0.134281	0.134281	0.207526	0.219733	0.207526	0.207526	31.1
60.967375	26.306955	60.982219	20.093387	60.997062	1.501511	61.011906	11.780145	61.02675	20.178838	61.041594	13.013092	61.056438	13.110752	61.071281	4.858547	0.183111	0.170904	0.134281	0.134281	0.207526	0.219733	0.207526	0.207526	31.1
61.086625	26.355785	61.101469	20.093387	61.116312	1.501511	61.131156	11.828974	61.146	20.215461	61.160844	13.0253	61.175687	13.135166	61.190531	4.846339	0.170904	0.183111	0.122074	0.134281	0.219733	0.207526	0.195318	0.195318	31.1
61.205875	26.3802	61.220687	20.105594	61.2355	1.489303	61.250312	11.804559	61.265125	20.191046	61.279938	13.0253	61.29475	13.147374	61.309563	4.870754	0.183111	0.170904	0.134281	0.134281	0.219733	0.207526	0.195318	0.207526	31.1
61.324875	26.453444	61.339719	20.203253	61.354563	1.501511	61.369406	11.75573	61.38425	20.215461	61.399094	13.049715	61.413937	13.147374	61.428781	4.858547	0.170904	0.170904	0.134281	0.134281	0.219733	0.207526	0.207526	0.207526	31.1
61.444	26.538896	61.458828	20.337535	61.473656	1.489303	61.488484	11.75573	61.503312	20.191046	61.518141	13.049715	61.532969	13.122959	61.547797	4.858547	0.170904	0.170904	0.122074	0.122074	0.207526	0.207526	0.207526	0.207526	31.1
61.563	26.587725	61.577844	20.325327	61.592688	1.477096	61.607531	11.75573	61.622375	20.178838	61.637219	13.037507	61.652062	13.110752	61.666906	4.870754	0.170904	0.170904	0.134281	0.122074	0.219733	0.207526	0.207526	0.207526	31.1
61.68225	26.599933	61.697078	20.276498	61.711906	1.489303	61.726734	11.743522	61.741563	20.154424	61.756391	13.000885	61.771219	13.110752	61.786047	4.858547	0.170904	0.183111	0.122074	0.122074	0.207526	0.207526	0.195318	0.195318	31.1
61.80125	26.538896	61.816109	20.26429	61.830969	1.501511	61.845828	11.75573	61.860687	20.142216	61.875547	13.013092	61.890406	13.098544	61.905266	4.858547	0.183111	0.170904	0.134281	0.122074	0.207526	0.207526	0.195318	0.207526	31.1
61.920625	26.465651	61.935469	20.154424	61.950313	1.489303	61.965156	11.743522	61.98	20.26429	61.994844	13.049715	62.009687	13.110752	62.024531	4.834132	0.170904	0.183111	0.134281	0.134281	0.219733	0.207526	0.195318	0.207526	31.1
62.03975	26.3802	62.054594	20.081179	62.069437	1.489303	62.084281	11.804559	62.099125	20.300913	62.113969	13.037507	62.128812	13.110752	62.143656	4.846339	0.170904	0.170904	0.146489	0.134281	0.219733	0.219733	0.207526	0.207526	31.1
62.158875	26.306955	62.173719	20.068972	62.188563	1.489303	62.203406	11.75573	62.21825	20.130009	62.233094	12.988678	62.247937	13.110752	62.262781	4.846339	0.170904	0.170904	0.122074	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
62.278125	26.245918	62.292953	20.044557	62.307781	1.489303	62.322609	11.7069	62.337438	20.142216	62.352266	12.97647	62.367094	13.098544	62.381922	4.846339	0.170904	0.170904	0.134281	0.146489	0.219733	0.219733	0.207526	0.195318	31.1
62.39725	26.221503	62.412062	20.044557	62.426875	1.489303	62.441688	11.7069	62.4565	20.105594	62.471312	12.964263	62.486125	13.135166	62.500937	4.834132	0.170904	0.158696	0.122074	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
62.51625	26.136052	62.531078	20.020142	62.545906	1.477096	62.560734	11.658071	62.575563	20.142216	62.590391	12.97647	62.605219	13.159581	62.620047	4.846339	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
62.635375	26.062807	62.650219	19.98352	62.665063	1.477096	62.679906	11.694693	62.69475	20.093387	62.709594	12.964263	62.724438	13.183996	62.739281	4.846339	0.170904	0.183111	0.134281	0.134281	0.219733	0.207526	0.195318	0.207526	31.1
62.7545	26.038392	62.769359	19.971313	62.784219	1.477096	62.799078	11.7069	62.813938	20.044557	62.828797	12.927641	62.843656	13.049715	62.858516	4.834132	0.170904	0.183111	0.134281	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
62.87375	26.013977	62.888594	19.98352	62.903438	1.489303	62.918281	11.645863	62.933125	20.03235	62.947969	12.903226	62.962812	13.037507	62.977656	4.809717	0.170904	0.170904	0.122074	0.122074	0.207526	0.219733	0.195318	0.195318	31.1
62.993	26.00177	63.007812	19.946898	63.022625	1.477096	63.037438	11.609241	63.05225	20.020142	63.067062	12.878811	63.081875	13.086337	63.096688	4.834132	0.170904	0.170904	0.134281	0.134281	0.219733	0.207526	0.207526	0.195318	31.1
63.111875	25.916318	63.126703	19.849239	63.141531	1.477096	63.156359	11.572619	63.171188	19.959105	63.186016	12.866604	63.200844	13.049715	63.215672	4.834132	0.170904	0.170904	0.122074	0.134281	0.219733	0.207526	0.207526	0.195318	31.1
63.231	25.830866	63.245844	19.775994	63.260688	1.489303	63.275531	11.572619	63.290375	19.98352	63.305219	12.866604	63.320062	13.049715	63.334906	4.821924	0.183111	0.183111	0.122074	0.122074	0.207526	0.219733	0.207526	0.207526	31.1
63.350125	25.769829	63.364953	19.739372	63.379781	1.489303	63.394609	11.584826	63.409437	19.959105	63.424266	12.878811	63.439094	13.037507	63.453922	4.834132	0.170904	0.183111	0.134281	0.122074	0.207526	0.207526	0.195318	0.207526	31.1
63.46925	25.696585	63.484078	19.714957	63.498906	1.477096	63.513734	11.560411	63.528562	19.93469	63.543391	12.842189	63.558219	13.061922	63.573047	4.809717	0.183111	0.183111	0.134281	0.122074	0.219733	0.207526	0.195318	0.195318	31.1
63.58825	25.67217	63.603094	19.690542	63.617938	1.477096	63.632781	11.523789	63.647625	19.910276	63.662469	12.829981	63.677312	13.0253	63.692156	4.809717	0.183111	0.170904	0.134281	0.134281	0.207526	0.219733	0.195318	0.195318	31.1
63.7075	25.647755	63.722328	19.666128	63.737156	1.477096	63.751984	11.462752	63.766813	19.885861	63.781641	12.817774	63.796469	13.013092	63.811297	4.809717	0.170904	0.170904	0.134281	0.134281	0.219733	0.195318	0.207526	0.207526	31.1
63.826625	25.513474	63.841469	19.65392	63.856313	1.464888	63.871156	11.401715	63.886	19.898068	63.900844	12.781152	63.915687	13.0253	63.930531	4.79751	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
63.94575	25.3914	63.960594	19.60509	63.975437	1.464888	63.990281	11.3773	64.005125	19.837031	64.019969	12.768944	64.034813	12.988678	64.049656	4.79751	0.183111	0.183111	0.146489	0.134281	0.219733	0.219733	0.195318	0.195318	31.1
64.065	25.354778	64.079813	19.592883	64.094625	1.464888	64.109437	11.365093	64.12425	19.70275	64.139062	12.732322	64.153875	13.000885	64.168687	4.809717	0.170904	0.183111	0.134281	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
64.184	25.366985	64.198828	19.592883	64.213656	1.452681	64.228484	11.316263	64.243313	19.507431	64.258141	12.634663	64.272969	12.939848	64.287797	4.785302	0.170904	0.183111	0.134281	0.122074	0.207526	0.219733	0.195318	0.195318	31.1
64.303125	25.281533	64.317953	19.507431	64.332781	1.464888	64.347609	11.304056	64.362437	19.446394	64.377266	12.610248	64.392094	12.927641	64.406922	4.79751	0.170904	0.170904	0.134281	0.134281	0.219733	0.207526	0.195318	0.207526	31.1
64.422125	25.403607	64.436953	19.617298	64.451781	1.464888	64.466609	11.316263	64.481437	19.446394	64.496266	12.598041	64.511094	12.903226	64.525922	4.79751	0.170904	0.183111	0.134281	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
64.54125	25.611133	64.556078	19.70275	64.570906	1.464888	64.585734	11.316263	64.600562	19.495224	64.615391	12.622456	64.630219	12.854396	64.645047	4.785302	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
64.660375	25.769829	64.675203	19.763787	64.690031	1.464888	64.704859	11.316263	64.719687	19.470809	64.734516	12.634663	64.749344	12.817774	64.764172	4.785302	0.183111	0.183111	0.122074	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
64.779375	25.879696	64.794203	19.812616	64.809031	1.464888	64.823859	11.291849	64.838687	19.507431	64.853516	12.659078	64.868344	12.781152	64.883172	4.79751	0.170904	0.170904	0.122074	0.134281	0.207526	0.219733	0.195318	0.207526	31.1
64.8985	26.111637	64.913328	19.873653	64.928156	1.452681	64.942984	11.352886	64.957812	19.617298	64.972641	12.74453	64.987469	12.817774	65.002297	4.79751	0.183111	0.183111	0.134281	0.134281	0.207526	0.219733	0.207526	0.195318	31.1
65.017625	26.33137	65.032484	19.946898	65.047344	1.464888	65.062203	11.401715	65.077062	19.641713	65.091922	12.781152	65.106781	12.805567	65.121641	4.809717	0.170904	0.170904	0.134281	0.134281	0.219733	0.207526	0.195318	0.207526	31.1
65.137	26.526688	65.151844	20.020142	65.166687	1.464888	65.181531	11.438337	65.196375	19.65392	65.211219	12.781152	65.226063	12.829981	65.240906	4.79751	0.183111	0.170904	0.134281	0.122074	0.207526	0.207526	0.195318	0.195318	31.1
65.25625	26.575518	65.271078	20.007935	65.285906	1.477096	65.300734	11.450545	65.315562	19.592883	65.330391	12.720115	65.345219	12.756737	65.360047	4.79751	0.183111	0.183111	0.134281	0.122074	0.207526	0.219733	0.207526	0.207526	31.1
65.375375	26.477859	65.390219	19.995727	65.405062	1.477096	65.419906	11.47496	65.43475	19.519639	65.449594	12.659078	65.464438	12.756737	65.479281	4.760887	0.170904	0.183111	0.122074	0.134281	0.219733	0.219733	0.195318	0.207526	31.1
65.4945	26.355785	65.509328	19.959105	65.524156	1.477096	65.538984	11.523789	65.553812	19.531846	65.568641	12.659078	65.583469	12.74453	65.598297	4.773095	0.170904	0.170904	0.134281	0.122074	0.219733	0.207526	0.195318	0.207526	31.1
65.613625	26.33137	65.628453	19.93469	65.643281	1.464888	65.658109	11.597034	65.672937	19.470809	65.687766	12.622456	65.702594	12.707907	65.717422	4.773095	0.183111	0.170904	0.134281	0.122074	0.219733	0.207526	0.207526	0.195318	31.1
65.732625	25.95294	65.747469	19.788202	65.762313	1.477096	65.777156	11.621448	65.792	19.470809	65.806844	12.610248	65.821687	12.6957	65.836531	4.760887	0.170904	0.183111	0.134281	0.122074	0.207526	0.219733	0.207526	0.195318	31.1
65.851875	25.684378	65.866703	19.714957	65.881531	1.464888	65.896359	11.584826	65.911188	19.556261	65.926016	12.634663	65.940844	12.683493	65.955672	4.74868	0.170904	0.170904	0.134281	0.134281	0.207526	0.219733	0.207526	0.207526	31.1
65.971	25.659963	65.985828	19.739372	66.000656	1.477096	66.015484	11.523789	66.030313	19.629505	66.045141	12.707907	66.059969	12.64687	66.074797	4.760887	0.170904	0.170904	0.134281	0.134281	0.207526	0.219733	0.207526	0.195318	31.1
66.09	25.708792	66.104828	19.739372	66.119656	1.464888	66.134484	11.47496	66.149313	19.727165	66.164141	12.793359	66.178969	12.659078	66.193797	4.74868	0.170904	0.183111	0.134281	0.134281	0.219733	0.207526	0.207526	0.207526	31.1
66.209	25.708792	66.223828	19.775994	66.238656	1.464888	66.253484	11.462752	66.268313	19.775994	66.283141	12.817774	66.297969	12.671285	66.312797	4.74868	0.170904	0.170904	0.122074	0.134281	0.219733	0.207526	0.195318	0.207526	31.1
66.328125	25.67217	66.342969	19.800409	66.357812	1.477096	66.372656	11.438337	66.3875	19.775994	66.402344	12.817774	66.417188	12.732322	66.432031	4.760887	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
66.447375	25.635548	66.462203	19.714957	66.477031	1.477096	66.491859	11.462752	66.506687	19.751579	66.521516	12.805567	66.536344	12.74453	66.551172	4.773095	0.183111	0.183111	0.122074	0.134281	0.207526	0.195318	0.207526	0.195318	31.1
66.5665	25.745415	66.581328	19.727165	66.596156	1.477096	66.610984	11.499374	66.625812	19.727165	66.640641	12.793359	66.655469	12.781152	66.670297	4.785302	0.170904	0.183111	0.146489	0.122074	0.219733	0.207526	0.207526	0.207526	31.1
66.6855	25.830866	66.700328	19.788202	66.715156	1.464888	66.729984	11.499374	66.744812	19.666128	66.759641	12.756737	66.774469	12.805567	66.789297	4.785302	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
66.804625	25.989563	66.819469	19.873653	66.834312	1.477096	66.849156	11.548204	66.864	19.666128	66.878844	12.756737	66.893687	12.829981	66.908531	4.79751	0.170904	0.183111	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
66.923875	26.111637	66.938703	19.885861	66.953531	1.477096	66.968359	11.511582	66.983187	19.666128	66.998016	12.756737	67.012844	12.866604	67.027672	4.79751	0.183111	0.183111	0.134281	0.134281	0.219733	0.219733	0.207526	0.207526	31.1
67.043	26.172674	67.057859	19.922483	67.072719	1.477096	67.087578	11.47496	67.102438	19.666128	67.117297	12.756737	67.132156	12.854396	67.147016	4.809717	0.183111	0.170904	0.134281	0.134281	0.219733	0.219733	0.195318	0.195318	31.1
67.16225	26.270333	67.177078	19.959105	67.191906	1.464888	67.206734	11.499374	67.221563	19.690542	67.236391	12.793359	67.251219	12.866604	67.266047	4.785302	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
67.281375	26.33137	67.296188	19.959105	67.311	1.477096	67.325812	11.548204	67.340625	19.739372	67.355437	12.805567	67.37025	12.842189	67.385062	4.79751	0.183111	0.183111	0.134281	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
67.400375	26.343577	67.415203	19.98352	67.430031	1.477096	67.444859	11.584826	67.459688	19.739372	67.474516	12.805567	67.489344	12.805567	67.504172	4.773095	0.170904	0.183111	0.134281	0.122074	0.207526	0.207526	0.207526	0.207526	31.1
67.5195	26.306955	67.534344	19.959105	67.549187	1.477096	67.564031	11.621448	67.578875	19.727165	67.593719	12.768944	67.608563	12.781152	67.623406	4.773095	0.183111	0.170904	0.134281	0.134281	0.219733	0.207526	0.195318	0.207526	31.1
67.638625	26.245918	67.653453	19.93469	67.668281	1.477096	67.683109	11.633656	67.697937	19.60509	67.712766	12.683493	67.727594	12.768944	67.742422	4.760887	0.170904	0.170904	0.134281	0.134281	0.219733	0.219733	0.207526	0.195318	31.1
67.75775	26.172674	67.772594	19.946898	67.787437	1.477096	67.802281	11.633656	67.817125	19.568468	67.831969	12.671285	67.846812	12.781152	67.861656	4.760887	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
67.877	26.319163	67.891859	20.178838	67.906719	1.477096	67.921578	11.633656	67.936437	19.70275	67.951297	12.768944	67.966156	12.829981	67.981016	4.785302	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
67.99625	28.125858	68.011094	21.619312	68.025937	1.477096	68.040781	11.609241	68.055625	19.739372	68.070469	12.854396	68.085313	12.793359	68.100156	4.785302	0.170904	0.183111	0.134281	0.122074	0.219733	0.219733	0.195318	0.207526	31.1
68.115375	25.879696	68.130219	17.615284	68.145062	1.489303	68.159906	11.597034	68.17475	19.788202	68.189594	12.866604	68.204438	12.671285	68.219281	4.773095	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
68.234625	16.55324	68.249437	11.169774	68.26425	1.501511	68.279062	11.645863	68.293875	19.898068	68.308688	12.952055	68.3235	12.671285	68.338313	4.773095	0.183111	0.170904	0.134281	0.134281	0.207526	0.219733	0.207526	0.207526	31.1
68.353625	7.593005	68.368437	7.397687	68.38325	1.489303	68.398062	11.682485	68.412875	19.995727	68.427688	13.037507	68.4425	12.768944	68.457313	4.809717	0.170904	0.183111	0.134281	0.134281	0.207526	0.219733	0.207526	0.195318	31.1
68.472625	2.954192	68.487453	6.237983	68.502281	1.489303	68.517109	11.719108	68.531937	20.105594	68.546766	13.110752	68.561594	12.915433	68.576422	4.846339	0.170904	0.183111	0.146489	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
68.59175	2.526933	68.606594	6.054872	68.621437	1.489303	68.636281	11.780145	68.651125	20.178838	68.665969	13.147374	68.680813	12.988678	68.695656	4.858547	0.170904	0.170904	0.122074	0.122074	0.207526	0.207526	0.207526	0.195318	31.1
68.710875	2.478103	68.725703	5.96942	68.740531	1.489303	68.755359	11.804559	68.770187	20.191046	68.785016	13.147374	68.799844	13.000885	68.814672	4.870754	0.170904	0.183111	0.122074	0.122074	0.207526	0.207526	0.195318	0.195318	31.1
68.829875	2.453688	68.844703	5.957213	68.859531	1.501511	68.874359	11.938841	68.889187	20.166631	68.904016	13.135166	68.918844	13.0253	68.933672	4.858547	0.183111	0.183111	0.134281	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
68.948875	2.453688	68.963734	5.945006	68.978594	1.513718	68.993453	12.182989	69.008313	20.142216	69.023172	13.122959	69.038031	13.0253	69.052891	4.870754	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
69.068125	2.465896	69.082969	5.957213	69.097813	1.55034	69.112656	12.915433	69.1275	20.117801	69.142344	13.110752	69.157187	13.0253	69.172031	4.870754	0.183111	0.183111	0.146489	0.134281	0.207526	0.219733	0.207526	0.195318	31.1
69.18725	2.465896	69.202094	5.957213	69.216938	1.648	69.231781	13.171789	69.246625	20.056764	69.261469	13.122959	69.276313	13.000885	69.291156	4.858547	0.183111	0.170904	0.134281	0.134281	0.219733	0.219733	0.195318	0.207526	31.1
69.3065	2.453688	69.321328	5.945006	69.336156	1.611377	69.350984	10.913419	69.365813	20.068972	69.380641	13.098544	69.395469	12.97647	69.410297	4.882962	0.183111	0.183111	0.122074	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
69.425625	2.453688	69.440438	5.945006	69.45525	1.525925	69.470062	7.629627	69.484875	20.081179	69.499687	13.135166	69.5145	12.964263	69.529312	4.882962	0.170904	0.183111	0.122074	0.134281	0.219733	0.207526	0.207526	0.195318	31.1
69.544625	2.441481	69.559453	5.945006	69.574281	1.416059	69.589109	4.358043	69.603938	20.166631	69.618766	13.171789	69.633594	13.000885	69.648422	4.882962	0.170904	0.183111	0.134281	0.146489	0.207526	0.207526	0.195318	0.195318	31.1
69.663625	2.441481	69.678469	5.932798	69.693312	1.281777	69.708156	2.49031	69.723	20.36195	69.737844	13.318278	69.752688	13.000885	69.767531	4.858547	0.183111	0.170904	0.134281	0.134281	0.207526	0.219733	0.207526	0.195318	31.1
69.78275	2.453688	69.797578	5.932798	69.812406	1.245155	69.827234	2.270577	69.842062	20.532853	69.856891	13.391522	69.871719	13.000885	69.886547	4.870754	0.183111	0.170904	0.134281	0.134281	0.207526	0.219733	0.207526	0.195318	31.1
69.90175	2.453688	69.916578	5.945006	69.931406	1.232948	69.946234	2.233955	69.961062	20.496231	69.975891	13.379315	69.990719	13.000885	70.005547	4.858547	0.170904	0.183111	0.122074	0.134281	0.219733	0.207526	0.195318	0.207526	31.1
70.02075	2.417066	70.035578	5.920591	70.050406	1.22074	70.065234	2.197333	70.080062	3.43028	70.094891	1.757866	70.109719	2.478103	70.124547	3.381451	0.170904	0.170904	0.134281	0.122074	0.219733	0.207526	0.195318	0.195318	31.1
70.139875	3.711051	70.154703	5.298013	70.169531	1.232948	70.184359	2.20954	70.199187	3.442488	70.214016	1.721244	70.228844	2.478103	70.243672	3.369243	0.170904	0.183111	0.134281	0.134281	0.219733	0.207526	0.195318	0.195318	31.1
70.259	1.660207	70.273844	3.772088	70.288688	1.098666	70.303531	2.124088	70.318375	3.43028	70.333219	1.733451	70.348062	2.478103	70.362906	3.381451	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
70.378125	1.623585	70.392938	3.747673	70.40775	0.671407	70.422562	1.721244	70.437375	3.650014	70.452187	1.745659	70.467	2.49031	70.481812	3.381451	0.170904	0.195318	0.134281	0.134281	0.219733	0.207526	0.195318	0.195318	31.1
70.497125	1.611377	70.511953	3.723258	70.526781	0.671407	70.541609	1.770074	70.556438	2.282785	70.571266	1.013215	70.586094	3.003021	70.600922	3.088473	0.183111	0.170904	0.134281	0.122074	0.207526	0.207526	0.195318	0.195318	31.1
70.61625	1.623585	70.631078	3.723258	70.645906	0.671407	70.660734	1.696829	70.675562	2.294992	70.690391	1.025422	70.705219	1.428266	70.720047	1.757866	0.170904	0.170904	0.134281	0.134281	0.219733	0.207526	0.195318	0.207526	31.1
70.735375	1.623585	70.750203	3.735466	70.765031	0.671407	70.779859	1.696829	70.794688	2.25837	70.809516	1.001007	70.824344	1.428266	70.839172	1.757866	0.170904	0.183111	0.134281	0.122074	0.219733	0.207526	0.195318	0.207526	31.1
70.8545	1.611377	70.869313	3.711051	70.884125	0.671407	70.898938	1.696829	70.91375	2.25837	70.928562	1.001007	70.943375	1.416059	70.958187	1.757866	0.183111	0.183111	0.134281	0.122074	0.207526	0.219733	0.207526	0.195318	31.1
70.9735	1.574755	70.988313	3.698843	71.003125	0.671407	71.017938	1.696829	71.03275	2.25837	71.047562	1.001007	71.062375	1.428266	71.077187	1.745659	0.170904	0.170904	0.134281	0.134281	0.219733	0.207526	0.207526	0.207526	31.1
71.0925	1.586962	71.107313	3.711051	71.122125	0.6592	71.136938	1.684622	71.15175	2.25837	71.166562	0.9888	71.181375	1.428266	71.196187	1.757866	0.183111	0.183111	0.134281	0.134281	0.207526	0.219733	0.195318	0.207526	31.1
71.2115	1.586962	71.226328	3.711051	71.241156	0.6592	71.255984	1.672414	71.270813	2.246162	71.285641	0.9888	71.300469	1.416059	71.315297	1.745659	0.183111	0.183111	0.134281	0.122074	0.207526	0.207526	0.207526	0.207526	31.1
71.330625	1.574755	71.345469	3.698843	71.360312	0.671407	71.375156	1.684622	71.39	2.233955	71.404844	1.001007	71.419688	1.403851	71.434531	1.757866	0.183111	0.170904	0.122074	0.122074	0.207526	0.207526	0.195318	0.207526	31.1
71.449875	1.562548	71.464688	3.686636	71.4795	0.671407	71.494313	1.684622	71.509125	2.233955	71.523938	1.025422	71.53875	1.416059	71.553562	1.782281	0.170904	0.170904	0.134281	0.122074	0.207526	0.207526	0.195318	0.195318	31.1
71.56875	1.562548	71.583594	3.698843	71.598437	0.671407	71.613281	1.684622	71.628125	2.246162	71.642969	1.025422	71.657813	1.403851	71.672656	1.757866	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
71.688	1.562548	71.702828	3.698843	71.717656	0.6592	71.732484	1.684622	71.747312	2.233955	71.762141	0.9888	71.776969	1.416059	71.791797	1.757866	0.170904	0.170904	0.134281	0.122074	0.207526	0.207526	0.207526	0.195318	31.1
71.807	1.574755	71.821844	3.698843	71.836687	0.671407	71.851531	1.672414	71.866375	2.246162	71.881219	0.9888	71.896062	1.391644	71.910906	1.794488	0.170904	0.183111	0.134281	0.134281	0.219733	0.207526	0.207526	0.195318	31.1
71.92625	1.574755	71.941094	3.698843	71.955938	0.671407	71.970781	1.672414	71.985625	2.246162	72.000469	0.976592	72.015312	1.403851	72.030156	1.770074	0.170904	0.170904	0.122074	0.134281	0.219733	0.207526	0.195318	0.207526	31.1
72.0455	1.574755	72.060313	3.698843	72.075125	0.683615	72.089938	1.672414	72.10475	2.233955	72.119563	0.9888	72.134375	1.416059	72.149187	1.757866	0.183111	0.183111	0.134281	0.146489	0.219733	0.207526	0.195318	0.207526	31.1
72.1645	1.562548	72.179328	3.686636	72.194156	0.671407	72.208984	1.672414	72.223813	2.246162	72.238641	1.001007	72.253469	1.416059	72.268297	1.770074	0.183111	0.170904	0.134281	0.134281	0.207526	0.219733	0.195318	0.195318	31.2
72.283625	1.562548	72.298438	3.686636	72.31325	0.671407	72.328063	1.684622	72.342875	2.25837	72.357687	1.001007	72.3725	1.403851	72.387312	1.770074	0.170904	0.170904	0.134281	0.134281	0.195318	0.207526	0.207526	0.207526	31.2
72.402625	1.574755	72.417484	3.686636	72.432344	0.671407	72.447203	1.672414	72.462063	2.270577	72.476922	0.9888	72.491781	1.379437	72.506641	1.782281	0.183111	0.158696	0.134281	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
72.522	1.562548	72.536813	3.698843	72.551625	0.671407	72.566438	1.672414	72.58125	2.25837	72.596063	1.001007	72.610875	1.403851	72.625687	1.757866	0.170904	0.183111	0.134281	0.122074	0.207526	0.207526	0.207526	0.207526	31.1
72.640875	1.586962	72.655719	3.686636	72.670562	0.683615	72.685406	1.672414	72.70025	2.25837	72.715094	1.025422	72.729938	1.416059	72.744781	1.757866	0.170904	0.170904	0.122074	0.122074	0.207526	0.207526	0.195318	0.195318	31.1
72.760125	1.574755	72.774953	3.674429	72.789781	0.671407	72.804609	1.684622	72.819437	2.246162	72.834266	1.001007	72.849094	1.428266	72.863922	1.770074	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
72.87925	1.562548	72.894078	3.674429	72.908906	0.671407	72.923734	1.684622	72.938562	2.270577	72.953391	1.001007	72.968219	1.403851	72.983047	1.794488	0.170904	0.183111	0.122074	0.134281	0.207526	0.195318	0.195318	0.207526	31.1
72.99825	1.574755	73.013094	3.674429	73.027938	0.671407	73.042781	1.672414	73.057625	2.25837	73.072469	1.013215	73.087312	1.391644	73.102156	1.745659	0.170904	0.170904	0.122074	0.122074	0.207526	0.207526	0.195318	0.195318	31.1
73.1175	1.574755	73.132313	3.686636	73.147125	0.6592	73.161938	1.672414	73.17675	2.270577	73.191563	1.013215	73.206375	1.403851	73.221187	1.757866	0.170904	0.170904	0.134281	0.134281	0.219733	0.219733	0.195318	0.207526	31.1
